statut_compte,duree_credit_mois,historique_credit,motif_pret,montant_credit_eur,epargne,anciennete_emploi,taux_effort_pct,statut_personnel,autres_debiteurs,duree_residence_ans,patrimoine,age_annees,autres_plans_paiement,logement,nombre_credits_existants,profession,personnes_a_charge,telephone,travailleur_etranger,statut_defaut_brut,statut_defaut,probabilite_defaut_pct,decision_credit,client_id
A12,24,A32,A40,1355,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2,1,38.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1634
A14,12,A32,A46,1393,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,25.5,✅ ACCORDÉ,GER-CLI-1635
A14,24,A32,A43,1376,A63,A74,4,A92,A101,1,A123,28,A143,A152,1,A173,1,A191,A201,1,0,41.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1636
A14,60,A33,A43,15653,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,0,93.3,❌ REFUSÉ,GER-CLI-1637
A14,12,A32,A43,1493,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1,0,31.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1638
A11,42,A33,A43,4370,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2,1,62.1,❌ REFUSÉ,GER-CLI-1639
A11,18,A32,A46,750,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2,1,35.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1640
A12,15,A32,A45,1308,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,0,30.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1641
A14,15,A32,A46,4623,A62,A73,3,A93,A101,2,A122,40,A143,A152,1,A174,1,A192,A201,2,1,36.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1642
A14,24,A34,A43,1851,A61,A74,4,A94,A103,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0,41.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1643
A11,18,A34,A43,1880,A61,A74,4,A94,A101,1,A122,32,A143,A152,2,A174,1,A192,A201,1,0,37.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1644
A14,36,A33,A49,7980,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,2,1,73.8,❌ REFUSÉ,GER-CLI-1645
A11,30,A30,A42,4583,A61,A73,2,A91,A103,2,A121,32,A143,A152,2,A173,1,A191,A201,1,0,46.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1646
A14,12,A32,A40,1386,A63,A73,2,A92,A101,2,A122,26,A143,A152,1,A173,1,A191,A201,2,1,25.9,✅ ACCORDÉ,GER-CLI-1647
A13,24,A32,A40,947,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,2,1,35.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1648
A11,12,A32,A46,684,A61,A73,4,A93,A101,4,A123,40,A143,A151,1,A172,2,A191,A201,2,1,26.2,✅ ACCORDÉ,GER-CLI-1649
A11,48,A32,A46,7476,A61,A74,4,A93,A101,1,A124,50,A143,A153,1,A174,1,A192,A201,1,0,70.3,❌ REFUSÉ,GER-CLI-1650
A12,12,A32,A42,1922,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2,1,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1651
A11,24,A32,A40,2303,A61,A75,4,A93,A102,1,A121,45,A143,A152,1,A173,1,A191,A201,2,1,36.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1652
A12,36,A33,A40,8086,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,2,1,58.7,❌ REFUSÉ,GER-CLI-1653
A14,24,A34,A41,2346,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,0,41.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1654
A11,14,A32,A40,3973,A61,A71,1,A93,A101,4,A124,22,A143,A153,1,A173,1,A191,A201,1,0,32.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1655
A12,12,A32,A40,888,A61,A75,4,A93,A101,4,A123,41,A141,A152,1,A172,2,A191,A201,2,1,26.4,✅ ACCORDÉ,GER-CLI-1656
A14,48,A32,A43,10222,A65,A74,4,A93,A101,3,A123,37,A142,A152,1,A173,1,A192,A201,1,0,82.2,❌ REFUSÉ,GER-CLI-1657
A12,30,A30,A49,4221,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,0,46.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1658
A12,18,A34,A42,6361,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1,0,39.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1659
A13,12,A32,A43,1297,A61,A73,3,A94,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,1,0,30.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1660
A11,12,A32,A40,900,A65,A73,4,A94,A101,2,A123,23,A143,A152,1,A173,1,A191,A201,2,1,34.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1661
A14,21,A32,A42,2241,A61,A75,4,A93,A101,2,A121,50,A143,A152,2,A173,1,A191,A201,1,0,32.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1662
A12,6,A33,A42,1050,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1,0,25.7,✅ ACCORDÉ,GER-CLI-1663
A13,6,A34,A46,1047,A61,A73,2,A92,A101,4,A122,50,A143,A152,1,A172,1,A191,A201,1,0,14.6,✅ ACCORDÉ,GER-CLI-1664
A14,24,A34,A410,6314,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,1,0,60.5,❌ REFUSÉ,GER-CLI-1665
A12,30,A31,A42,3496,A64,A73,4,A93,A101,2,A123,34,A142,A152,1,A173,2,A192,A201,1,0,51.1,❌ REFUSÉ,GER-CLI-1666
A14,48,A31,A49,3609,A61,A73,1,A92,A101,1,A121,27,A142,A152,1,A173,1,A191,A201,1,0,53.5,❌ REFUSÉ,GER-CLI-1667
A11,12,A34,A40,4843,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,2,1,33.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1668
A13,30,A34,A43,3017,A61,A75,4,A93,A101,4,A122,47,A143,A152,1,A173,1,A191,A201,1,0,42.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1669
A14,24,A34,A49,4139,A62,A73,3,A93,A101,3,A122,27,A143,A152,2,A172,1,A192,A201,1,0,47.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1670
A14,36,A32,A49,5742,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,55.5,❌ REFUSÉ,GER-CLI-1671
A14,60,A32,A40,10366,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,1,0,80.5,❌ REFUSÉ,GER-CLI-1672
A14,6,A34,A40,2080,A63,A73,1,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,0,21.6,✅ ACCORDÉ,GER-CLI-1673
A14,21,A33,A49,2580,A63,A72,4,A93,A101,2,A121,41,A141,A152,1,A172,2,A191,A201,2,1,37.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1674
A14,30,A34,A43,4530,A61,A74,4,A92,A101,4,A123,26,A143,A151,1,A174,1,A192,A201,1,0,58.9,❌ REFUSÉ,GER-CLI-1675
A14,24,A34,A42,5150,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,0,53.3,❌ REFUSÉ,GER-CLI-1676
A12,72,A32,A43,5595,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,2,1,80.5,❌ REFUSÉ,GER-CLI-1677
A11,24,A32,A43,2384,A61,A75,4,A93,A101,4,A121,64,A141,A151,1,A172,1,A191,A201,1,0,28.9,✅ ACCORDÉ,GER-CLI-1678
A14,18,A32,A43,1453,A61,A72,3,A92,A101,1,A121,26,A143,A152,1,A173,1,A191,A201,1,0,34.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1679
A14,6,A32,A46,1538,A61,A72,1,A92,A101,2,A124,56,A143,A152,1,A173,1,A191,A201,1,0,11.8,✅ ACCORDÉ,GER-CLI-1680
A14,12,A32,A43,2279,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,0,32.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1681
A14,15,A33,A43,1478,A61,A73,4,A94,A101,3,A121,33,A141,A152,2,A173,1,A191,A201,1,0,33.4,⚠️ ÉTUDE MANUELLE,GER-CLI-1682
A14,24,A34,A43,5103,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,0,41.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1683
A12,36,A33,A49,9857,A62,A74,1,A93,A101,3,A122,31,A143,A152,2,A172,2,A192,A201,1,0,65.4,❌ REFUSÉ,GER-CLI-1684
A14,60,A32,A40,6527,A65,A73,4,A93,A101,4,A124,34,A143,A153,1,A173,2,A192,A201,1,0,80.2,❌ REFUSÉ,GER-CLI-1685
A13,10,A34,A43,1347,A65,A74,4,A93,A101,2,A122,27,A143,A152,2,A173,1,A192,A201,1,0,32.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1686
A12,36,A33,A40,2862,A62,A75,4,A93,A101,3,A124,30,A143,A153,1,A173,1,A191,A201,1,0,55.2,❌ REFUSÉ,GER-CLI-1687
A14,9,A32,A43,2753,A62,A75,3,A93,A102,4,A123,35,A143,A152,1,A173,1,A192,A201,1,0,28.6,✅ ACCORDÉ,GER-CLI-1688
A11,12,A32,A40,3651,A64,A73,1,A93,A101,3,A122,31,A143,A152,1,A173,2,A191,A201,1,0,26.7,✅ ACCORDÉ,GER-CLI-1689
A11,15,A34,A42,975,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1,0,26.8,✅ ACCORDÉ,GER-CLI-1690
A12,15,A32,A45,2631,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0,36.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1691
A12,24,A32,A43,2896,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,0,37.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1692
A11,6,A34,A40,4716,A65,A72,1,A93,A101,3,A121,44,A143,A152,2,A172,2,A191,A201,1,0,21.5,✅ ACCORDÉ,GER-CLI-1693
A14,24,A32,A43,2284,A61,A74,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A192,A201,1,0,45.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1694
A14,6,A32,A41,1236,A63,A73,2,A93,A101,4,A122,50,A143,A151,1,A173,1,A191,A201,1,0,15.0,✅ ACCORDÉ,GER-CLI-1695
A12,12,A32,A43,1103,A61,A74,4,A93,A103,3,A121,29,A143,A152,2,A173,1,A191,A202,1,0,32.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1696
A14,12,A34,A40,926,A61,A71,1,A92,A101,2,A122,38,A143,A152,1,A171,1,A191,A201,1,0,17.3,✅ ACCORDÉ,GER-CLI-1697
A14,18,A34,A43,1800,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,0,40.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1698
A13,15,A32,A46,1905,A61,A75,4,A93,A101,4,A123,40,A143,A151,1,A174,1,A192,A201,1,0,31.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1699
A14,12,A32,A42,1123,A63,A73,4,A92,A101,4,A123,29,A143,A151,1,A172,1,A191,A201,2,1,32.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1700
A11,48,A34,A41,6331,A61,A75,4,A93,A101,4,A124,46,A143,A153,2,A173,1,A192,A201,2,1,68.3,❌ REFUSÉ,GER-CLI-1701
A13,24,A32,A43,1377,A62,A75,4,A92,A101,2,A124,47,A143,A153,1,A173,1,A192,A201,1,0,32.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1702
A12,30,A33,A49,2503,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,0,43.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1703
A12,27,A32,A49,2528,A61,A72,4,A92,A101,1,A122,32,A143,A152,1,A173,2,A192,A201,1,0,46.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1704
A14,15,A32,A40,5324,A63,A75,1,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,1,0,32.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1705
A12,48,A32,A40,6560,A62,A74,3,A93,A101,2,A122,24,A143,A152,1,A173,1,A191,A201,2,1,74.0,❌ REFUSÉ,GER-CLI-1706
A12,12,A30,A42,2969,A61,A72,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,2,1,40.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1707
A12,9,A32,A43,1206,A61,A75,4,A92,A101,4,A121,25,A143,A152,1,A173,1,A191,A201,1,0,32.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1708
A12,9,A32,A43,2118,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,0,22.2,✅ ACCORDÉ,GER-CLI-1709
A14,18,A34,A43,629,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1,0,33.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1710
A11,6,A31,A46,1198,A61,A75,4,A92,A101,4,A124,35,A143,A153,1,A173,1,A191,A201,2,1,26.1,✅ ACCORDÉ,GER-CLI-1711
A14,21,A32,A41,2476,A65,A75,4,A93,A101,4,A121,46,A143,A152,1,A174,1,A192,A201,1,0,35.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1712
A11,9,A34,A43,1138,A61,A73,4,A93,A101,4,A121,25,A143,A152,2,A172,1,A191,A201,1,0,31.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1713
A12,60,A32,A40,14027,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,2,1,93.5,❌ REFUSÉ,GER-CLI-1714
A14,30,A34,A41,7596,A65,A75,1,A93,A101,4,A123,63,A143,A152,2,A173,1,A191,A201,1,0,37.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1715
A14,30,A34,A43,3077,A65,A75,3,A93,A101,2,A123,40,A143,A152,2,A173,2,A192,A201,1,0,41.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1716
A14,18,A32,A43,1505,A61,A73,4,A93,A101,2,A124,32,A143,A153,1,A174,1,A192,A201,1,0,36.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1717
A13,24,A34,A43,3148,A65,A73,3,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,41.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1718
A12,20,A30,A41,6148,A62,A75,3,A94,A101,4,A123,31,A141,A152,2,A173,1,A192,A201,1,0,50.1,❌ REFUSÉ,GER-CLI-1719
A13,9,A30,A43,1337,A61,A72,4,A93,A101,2,A123,34,A143,A152,2,A174,1,A192,A201,2,1,28.7,✅ ACCORDÉ,GER-CLI-1720
A12,6,A31,A46,433,A64,A72,4,A92,A101,2,A122,24,A141,A151,1,A173,2,A191,A201,2,1,28.2,✅ ACCORDÉ,GER-CLI-1721
A11,12,A32,A40,1228,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,2,1,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1722
A12,9,A32,A43,790,A63,A73,4,A92,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,1,0,16.4,✅ ACCORDÉ,GER-CLI-1723
A14,27,A32,A40,2570,A61,A73,3,A92,A101,3,A121,21,A143,A151,1,A173,1,A191,A201,2,1,46.9,⚠️ ÉTUDE MANUELLE,GER-CLI-1724
A14,6,A34,A40,250,A64,A73,2,A92,A101,2,A121,41,A141,A152,2,A172,1,A191,A201,1,0,15.4,✅ ACCORDÉ,GER-CLI-1725
A14,15,A34,A43,1316,A63,A73,2,A94,A101,2,A122,47,A143,A152,2,A172,1,A191,A201,1,0,19.9,✅ ACCORDÉ,GER-CLI-1726
A11,18,A32,A43,1882,A61,A73,4,A92,A101,4,A123,25,A141,A151,2,A173,1,A191,A201,2,1,40.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1727
A12,48,A31,A49,6416,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,2,1,62.8,❌ REFUSÉ,GER-CLI-1728
A13,24,A34,A49,1275,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,0,28.7,✅ ACCORDÉ,GER-CLI-1729
A12,24,A33,A43,6403,A61,A72,1,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,0,43.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1730
A11,24,A32,A43,1987,A61,A73,2,A93,A101,4,A121,21,A143,A151,1,A172,2,A191,A201,2,1,37.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1731
A12,8,A32,A43,760,A61,A74,4,A92,A103,2,A121,44,A143,A152,1,A172,1,A191,A201,1,0,22.7,✅ ACCORDÉ,GER-CLI-1732
A14,24,A32,A41,2603,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,0,36.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1733
A14,4,A34,A40,3380,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,0,19.6,✅ ACCORDÉ,GER-CLI-1734
A12,36,A31,A44,3990,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,0,54.9,❌ REFUSÉ,GER-CLI-1735
A12,24,A32,A41,11560,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,2,1,66.7,❌ REFUSÉ,GER-CLI-1736
A11,18,A32,A40,4380,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,0,40.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1737
A14,6,A34,A40,6761,A61,A74,1,A93,A101,3,A124,45,A143,A152,2,A174,2,A192,A201,1,0,26.8,✅ ACCORDÉ,GER-CLI-1738
A12,30,A30,A49,4280,A62,A73,4,A92,A101,4,A123,26,A143,A151,2,A172,1,A191,A201,2,1,58.0,❌ REFUSÉ,GER-CLI-1739
A11,24,A31,A40,2325,A62,A74,2,A93,A101,3,A123,32,A141,A152,1,A173,1,A191,A201,1,0,33.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1740
A12,10,A31,A43,1048,A61,A73,4,A93,A101,4,A121,23,A142,A152,1,A172,1,A191,A201,1,0,33.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1741
A14,21,A32,A43,3160,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,0,39.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1742
A11,24,A31,A42,2483,A63,A73,4,A93,A101,4,A121,22,A142,A152,1,A173,1,A192,A201,1,0,48.8,⚠️ ÉTUDE MANUELLE,GER-CLI-1743
A11,39,A34,A42,14179,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,0,88.0,❌ REFUSÉ,GER-CLI-1744
A11,13,A34,A49,1797,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,0,31.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1745
A11,15,A32,A40,2511,A61,A71,1,A92,A101,4,A123,23,A143,A151,1,A173,1,A191,A201,1,0,28.2,✅ ACCORDÉ,GER-CLI-1746
A11,12,A32,A40,1274,A61,A72,3,A92,A101,1,A121,37,A143,A152,1,A172,1,A191,A201,2,1,25.2,✅ ACCORDÉ,GER-CLI-1747
A14,21,A32,A41,5248,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1,0,40.1,⚠️ ÉTUDE MANUELLE,GER-CLI-1748
A14,15,A32,A41,3029,A61,A74,2,A93,A101,2,A123,33,A143,A152,1,A173,1,A191,A201,1,0,29.8,✅ ACCORDÉ,GER-CLI-1749
A11,6,A32,A42,428,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1,0,13.8,✅ ACCORDÉ,GER-CLI-1750
A11,18,A32,A40,976,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,2,1,25.5,✅ ACCORDÉ,GER-CLI-1751
A12,12,A32,A49,841,A62,A74,2,A92,A101,4,A121,23,A143,A151,1,A172,1,A191,A201,1,0,25.5,✅ ACCORDÉ,GER-CLI-1752
A14,30,A34,A43,5771,A61,A74,4,A92,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0,63.8,❌ REFUSÉ,GER-CLI-1753
A14,12,A33,A45,1555,A64,A75,4,A93,A101,4,A124,55,A143,A153,2,A173,2,A191,A201,2,1,23.0,✅ ACCORDÉ,GER-CLI-1754
A11,24,A32,A40,1285,A65,A74,4,A92,A101,4,A124,32,A143,A151,1,A173,1,A191,A201,2,1,39.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1755
A13,6,A34,A40,1299,A61,A73,1,A93,A101,1,A121,74,A143,A152,3,A171,2,A191,A202,1,0,8.3,✅ ACCORDÉ,GER-CLI-1756
A13,15,A34,A43,1271,A65,A73,3,A93,A101,4,A124,39,A143,A153,2,A173,1,A192,A201,2,1,26.1,✅ ACCORDÉ,GER-CLI-1757
A14,24,A32,A40,1393,A61,A73,2,A93,A103,2,A121,31,A143,A152,1,A173,1,A192,A201,1,0,31.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1758
A11,12,A34,A40,691,A61,A75,4,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,2,1,28.2,✅ ACCORDÉ,GER-CLI-1759
A14,15,A34,A40,5045,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,1,0,21.9,✅ ACCORDÉ,GER-CLI-1760
A11,18,A34,A42,2124,A61,A73,4,A92,A101,4,A121,24,A143,A151,2,A173,1,A191,A201,2,1,42.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1761
A11,12,A32,A43,2214,A61,A73,4,A93,A101,3,A122,24,A143,A152,1,A172,1,A191,A201,1,0,38.0,⚠️ ÉTUDE MANUELLE,GER-CLI-1762
A14,21,A34,A40,12680,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1,77.4,❌ REFUSÉ,GER-CLI-1763
A14,24,A34,A40,2463,A62,A74,4,A94,A101,3,A122,27,A143,A152,2,A173,1,A192,A201,1,0,46.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1764
A12,12,A32,A43,1155,A61,A75,3,A94,A103,3,A121,40,A141,A152,2,A172,1,A191,A201,1,0,23.7,✅ ACCORDÉ,GER-CLI-1765
A11,30,A32,A42,3108,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,2,1,41.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1766
A14,10,A32,A41,2901,A65,A72,1,A92,A101,4,A121,31,A143,A151,1,A173,1,A191,A201,1,0,23.4,✅ ACCORDÉ,GER-CLI-1767
A12,12,A34,A42,3617,A61,A75,1,A93,A101,4,A123,28,A143,A151,3,A173,1,A192,A201,1,0,27.7,✅ ACCORDÉ,GER-CLI-1768
A14,12,A34,A43,1655,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,0,14.8,✅ ACCORDÉ,GER-CLI-1769
A11,24,A32,A41,2812,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,0,38.3,⚠️ ÉTUDE MANUELLE,GER-CLI-1770
A11,36,A34,A46,8065,A61,A73,3,A92,A101,2,A124,25,A143,A152,2,A174,1,A192,A201,2,1,70.9,❌ REFUSÉ,GER-CLI-1771
A14,21,A34,A41,3275,A61,A75,1,A93,A101,4,A123,36,A143,A152,1,A174,1,A192,A201,1,0,28.9,✅ ACCORDÉ,GER-CLI-1772
A14,24,A34,A43,2223,A62,A75,4,A93,A101,4,A122,52,A141,A152,2,A173,1,A191,A201,1,0,33.5,⚠️ ÉTUDE MANUELLE,GER-CLI-1773
A13,12,A34,A40,1480,A63,A71,2,A93,A101,4,A124,66,A141,A153,3,A171,1,A191,A201,1,0,13.7,✅ ACCORDÉ,GER-CLI-1774
A11,24,A32,A40,1371,A65,A73,4,A92,A101,4,A121,25,A143,A151,1,A173,1,A191,A201,2,1,43.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1775
A14,36,A34,A40,3535,A61,A74,4,A93,A101,4,A123,37,A143,A152,2,A173,1,A192,A201,1,0,54.2,❌ REFUSÉ,GER-CLI-1776
A11,18,A32,A43,3509,A61,A74,4,A92,A103,1,A121,25,A143,A152,1,A173,1,A191,A201,1,0,46.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1777
A14,36,A34,A41,5711,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1,0,61.7,❌ REFUSÉ,GER-CLI-1778
A12,18,A32,A45,3872,A61,A71,2,A92,A101,4,A123,67,A143,A152,1,A173,1,A192,A201,1,0,21.1,✅ ACCORDÉ,GER-CLI-1779
A12,39,A34,A43,4933,A61,A74,2,A93,A103,2,A121,25,A143,A152,2,A173,1,A191,A201,2,1,57.7,❌ REFUSÉ,GER-CLI-1780
A14,24,A34,A40,1940,A64,A75,4,A93,A101,4,A121,60,A143,A152,1,A173,1,A192,A201,1,0,29.1,✅ ACCORDÉ,GER-CLI-1781
A12,12,A30,A48,1410,A61,A73,2,A93,A101,2,A121,31,A143,A152,1,A172,1,A192,A201,1,0,24.1,✅ ACCORDÉ,GER-CLI-1782
A12,12,A32,A40,836,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,1,33.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1783
A12,20,A32,A41,6468,A65,A71,1,A91,A101,4,A121,60,A143,A152,1,A174,1,A192,A201,1,0,28.3,✅ ACCORDÉ,GER-CLI-1784
A12,18,A32,A49,1941,A64,A73,4,A93,A101,2,A122,35,A143,A152,1,A172,1,A192,A201,1,0,36.2,⚠️ ÉTUDE MANUELLE,GER-CLI-1785
A14,22,A32,A43,2675,A63,A75,3,A93,A101,4,A123,40,A143,A152,1,A173,1,A191,A201,1,0,34.6,⚠️ ÉTUDE MANUELLE,GER-CLI-1786
A14,48,A34,A41,2751,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,0,59.7,❌ REFUSÉ,GER-CLI-1787
A12,48,A33,A46,6224,A61,A75,4,A93,A101,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1,66.2,❌ REFUSÉ,GER-CLI-1788
A11,40,A34,A46,5998,A61,A73,4,A93,A101,3,A124,27,A141,A152,1,A173,1,A192,A201,2,1,70.3,❌ REFUSÉ,GER-CLI-1789
A12,21,A32,A49,1188,A61,A75,2,A92,A101,4,A122,39,A143,A152,1,A173,2,A191,A201,2,1,25.5,✅ ACCORDÉ,GER-CLI-1790
A14,24,A32,A41,6313,A65,A75,3,A93,A101,4,A123,41,A143,A152,1,A174,2,A192,A201,1,0,48.7,⚠️ ÉTUDE MANUELLE,GER-CLI-1791
